ï»¿web-scraper-order,web-scraper-start-url,department,department-href,courseprefix,course_id,title,lectures,labs,units,prequisites,concurrent,corequisites,recommended,term_offered,description,,
1539934911-2045,http://catalog.calpoly.edu/coursesaz,Ethnic Studies (ES),http://catalog.calpoly.edu/coursesaz/es/,ES,ES 308,Fire and Society,3,,4,Junior standing; completion of GE Area A3 with a grade of C- or better; and one lower division course in GE Area D,,,,TBD,"Prehistorical and historical record of human use of and attitude toward fire.  Mythology and religion of fire.  Traditional, cultural and ethnic variations and their influence on modern U.S.  institutions involved in managing fire.  3 lectures, 1 activity.  Crosslisted as ES/NR 308.  Fulfills GE D5.",,
1539934911-2046,http://catalog.calpoly.edu/coursesaz,Ethnic Studies (ES),http://catalog.calpoly.edu/coursesaz/es/,ES,ES 310,"Hip-Hop, Poetics and Politics",4,,4,Junior standing; completion of GE Area A with a grade of C- or better; and one lower division course in Area D,,,ES 112 (D1) or any ES D3 course,W,"Dynamics of hip-hop culture, its historical development, political significance, and social influence.  How hip-hop exemplifies cross-cultural hybridization within not only Black communities nationally and internationally, but also amongst indigenous, Latino/a, and Asian peoples in the U.S.  and beyond.  4 lectures.  Fulfills GE D5 except for Comparative Ethnic Studies majors.  Fulfills USCP.",,
1539934911-2047,http://catalog.calpoly.edu/coursesaz,Ethnic Studies (ES),http://catalog.calpoly.edu/coursesaz/es/,ES,ES 320,African American Cultural Images,4,,4,Junior standing; completion of GE Area A with a grade of C- or better; and one lower division course in Area D,,,ES 112 (D1) or any ES D3 course,"F, W, SP","Comparative study of the cultural representations of, and counter-representations by, American racial/ethnic groups in American popular opinion and consciousness, with particular emphasis on African Americans.  4 lectures.  Fulfills GE D5 except for Comparative Ethnic Studies majors.  Fulfills USCP.",,
1539934911-2048,http://catalog.calpoly.edu/coursesaz,Ethnic Studies (ES),http://catalog.calpoly.edu/coursesaz/es/,ES,ES 321,Native American Cultural Images,4,,4,Junior standing; completion of GE Area A with a grade of C- or better; and one lower division course in Area D,,,ES 112 (D1) or any ES D3 course,"F, W, SP","Comparative study of the cultural representations of, and counter-representations by racial/ethnic groups in American popular opinion and consciousness, with particular emphasis on Native Americans.  The cultural images of Native peoples in the United States that have characterized relationships.  4 lectures.  Fulfills GE D5 except for Comparative Ethnic Studies majors.  Fulfills USCP.",,
1539934911-2049,http://catalog.calpoly.edu/coursesaz,Ethnic Studies (ES),http://catalog.calpoly.edu/coursesaz/es/,ES,ES 322,Asian American Cultural Images,4,,4,Junior standing; completion of GE Area A with a grade of C- or better; and one lower division course in Area D,,,ES 112 (D1) or any ES D3 course,"F, W, SP","Comparative study of the cultural representations of, and counter-representations by, American racial/ethnic groups in American popular opinion and consciousness, with particular emphasis on Asian-Americans.  4 lectures.  Fulfills GE D5 except for Comparative Ethnic Studies majors.  Fulfills USCP.",,
1539934911-2050,http://catalog.calpoly.edu/coursesaz,Ethnic Studies (ES),http://catalog.calpoly.edu/coursesaz/es/,ES,ES 323,Mexican American Cultural Images,4,,4,Junior standing; completion of GE Area A with a grade of C- or better; and one lower division course in Area D,,,ES 112 (D1) or any ES D3 course,"F, W, SP","Comparative study of the cultural representations (racializing images and discourses) of, and counter-representations by, American cultural/ethnic groups in American popular opinion and consciousness, with particular emphasis on Mexican Americans/Latinos.  4 lectures.  Fulfills GE D5 except for Comparative Ethnic Studies majors.  Fulfills USCP.",,
1539934911-2051,http://catalog.calpoly.edu/coursesaz,Ethnic Studies (ES),http://catalog.calpoly.edu/coursesaz/es/,ES,ES 325,Sexuality and Gender in African American Communities,4,,4,Completion of a course in GE Area D1 or D3,,,ES 112 or ES 212,TBD,"Gender and sexuality issues that influence the social, political, economic and cultural development of African-America.  Special attention given to how racism affects the realization of standard gender conventions within black communities, as well as to myths of black sexuality, black feminism, and queer politics.  4 lectures.  Fulfills USCP.",,
1539934911-2052,http://catalog.calpoly.edu/coursesaz,Ethnic Studies (ES),http://catalog.calpoly.edu/coursesaz/es/,ES,ES 326,Native American Architecture and Place,4,,4,Junior standing; completion of GE Area A with a grade of C- or better; and completion of GE Area C1,,,,W,"The role of culture and setting in the construction of spatial, material and landscape concepts and artifacts, through the introduction of selected North American cultures, with focus from 1300 AD through contemporary time.  4 lectures.  Crosslisted as ARCH/ES 326.  Fulfills GE C4.  Fulfills USCP.",,
1539934911-2053,http://catalog.calpoly.edu/coursesaz,Ethnic Studies (ES),http://catalog.calpoly.edu/coursesaz/es/,ES,ES 330,The Chinese American Experience,4,,4,Junior standing; completion of GE Area A with a grade of C- or better; and one lower division course in Area D,,,ES 112 (D1) or any ES D3 course,TBD,"History and current status of Chinese Americans, with emphasis on the international contexts, organizations and institutions of Chinese America, and on Chinese Americans' demographic compositions, spatial patterns, and cultural, socioeconomic, and political adaptation experiences.  4 lectures.  Fulfills GE D5 except for Comparative Ethnic Studies majors.  Fulfills USCP.",,
1539934911-2054,http://catalog.calpoly.edu/coursesaz,Ethnic Studies (ES),http://catalog.calpoly.edu/coursesaz/es/,ES,ES 335,The Filipina/o American Experience,4,,4,Junior standing; completion of GE Area A with a grade of C- or better; and one lower division course in Area D,,,ES 112 (D1) or any ES D3 course,W,"An interdisciplinary examination of the historical development of Filipina/o American identities and communities.  The social, cultural and political institutions that have influenced Filipina/o immigration, participatory citizenship, activism and cultural practices.  4 lectures.  Fulfills GE D5 except for Comparative Ethnic Studies majors.  Fulfills USCP.",,
1539934911-2055,http://catalog.calpoly.edu/coursesaz,Ethnic Studies (ES),http://catalog.calpoly.edu/coursesaz/es/,ES,ES 340,Cultural Production and Ethnicity,4,,4,Junior standing; completion of GE Area A with a grade of C- or better; and one lower division course in Area C,,,Completion of one ES course,"F, W, SP","Culture and ethnicity as key factors in the production, perception, and interpretation of art and the humanities.  Critical analysis of cultural attitudes and knowledge in expressive arts and cultural production, and of the contexts of cultural production as reflective of ethnicity.  The Schedule of Classes will list topic selected.  Total credit limited to 12 units.  4 lectures.  Fulfills GE C4 except for Comparative Ethnic Studies majors.",,
1539934911-2056,http://catalog.calpoly.edu/coursesaz,Ethnic Studies (ES),http://catalog.calpoly.edu/coursesaz/es/,ES,ES 345,Queer Ethnic Studies,4,,4,Junior standing; completion of GE Area A with a grade of C- or better; and one course from lower division Area D,,,,"F, W, SP","Theories, research and methods focused on the interlocking systems of sexuality, race, racialization, and ethnicity in local, national and comparative global/transnational contexts.  Relationships between racialization and heteronormativity; queer of color critique; queer migration; decolonizing queer organizing, theory, and knowledge production.  4 lectures.  Crosslisted as ES/WGS 345.  Fulfills GE D5 except for Ethnic Studies majors.  Fulfills USCP.",,
1539934911-2057,http://catalog.calpoly.edu/coursesaz,Ethnic Studies (ES),http://catalog.calpoly.edu/coursesaz/es/,ES,ES 350,"Gender, Race, Culture, Science and Technology",3,,4,Junior standing; completion of GE Area B,,,,"F, W","Interdisciplinary examination of the complex relationships between gender, race, culture, science, technology in educational, work, knowledge production, policy, and ethical contexts.  Topics may include reproductive, medical, genetic, and emerging technologies and exploration of efforts to create more socially responsible science/technology.  3 lectures, 1 activity.  Crosslisted as ES 350/HNRS 353/WGS 350.  Fulfills GE Area F and USCP.",,
1539934911-2058,http://catalog.calpoly.edu/coursesaz,Ethnic Studies (ES),http://catalog.calpoly.edu/coursesaz/es/,ES,ES 351,"Gender, Race, Class, Nation in Global Engineering, Technology & International Development",4,,4,Junior standing; completion of GE Area A with a grade of C- or better; and one lower division course in Area D,,,,SP,"Cross-cultural exploration of the intersections of gender, race, class, nation in the global engineering workforce, small- and large-scale technological systems, and international development programs; special attention to 21st century challenges and efforts to create more socially responsible engineering and technology.  4 lectures.  Crosslisted as ES/WGS 351.  Fulfills GE Area D5 except for Comparative Ethnic Studies majors.",,
1539934911-2059,http://catalog.calpoly.edu/coursesaz,Ethnic Studies (ES),http://catalog.calpoly.edu/coursesaz/es/,ES,ES 360,Ethnicity and the Land,4,,4,Junior standing; completion of GE Area A with a grade of C- or better; and one lower division course in Area C,,,One lower division Ethnic Studies course and an introductory natural resources course,"W, SP","Comparative study of how race and culture shape landscapes, and how social hierarchies allocate the use of natural resources and the burdens of environmental pollution.  4 lectures.  Crosslisted as ES/NR 360.  Fulfills GE C4 and USCP.",,
1539934911-2060,http://catalog.calpoly.edu/coursesaz,Ethnic Studies (ES),http://catalog.calpoly.edu/coursesaz/es/,ES,ES 380,Critical Race Theory,4,,4,Junior standing; completion of GE Area A with a grade of C- or better; and GE Area D1 or D3,,,,"W, SP","History and evolution of the critical race theory movement.  Defining issues of the field; in particular, the relationship between race, power and the law.  4 lectures.  Fulfills GE D5 except for Comparative Ethnic Studies majors.  Fulfills USCP.",,
1539934911-2061,http://catalog.calpoly.edu/coursesaz,Ethnic Studies (ES),http://catalog.calpoly.edu/coursesaz/es/,ES,ES 381,The Social Construction of Whiteness,4,,4,Junior standing; completion of GE Area A with a grade of C- or better; and one lower division course in Area D,,,ES 112 (D1) or any ES D3 course,SP,"The investigation of the social construction of race in the United States through historicizing the category of 'whiteness.' Why 'white' was invented as a racial category and how white privilege has been sustained through social, political, economic and legal practices.  4 lectures.  Fulfills GE D5 except for Comparative Ethnic Studies majors.  Fulfills USCP.",,
1539934911-2062,http://catalog.calpoly.edu/coursesaz,Ethnic Studies (ES),http://catalog.calpoly.edu/coursesaz/es/,ES,ES 390,Research Methodology in Comparative Ethnic Studies,3,,4,"Junior standing; completion of GE Area A with a grade of C- or better; STAT 217; ES 112; and three courses from ES 241, ES 242, ES 243, ES 244",,,,F,"Theory and practice of research methodology in comparative ethnic studies.  Topics include the scientific method, qualitative and quantitative methodologies, and ethical practices.  Research report prepared from start to finish, including database searching, collecting pilot data, and proper formatting of a research report.  Issues of race in research practice and use foregrounded throughout.  3 lectures, 1 activity.",,
1539934911-2063,http://catalog.calpoly.edu/coursesaz,Ethnic Studies (ES),http://catalog.calpoly.edu/coursesaz/es/,ES,ES 400,Special Problems for Advanced Undergraduates,,,1-4,Junior standing and consent of department chair,,,,"F, W, SP","Individual investigation, research, studies or surveys of selected problems.  Total credit limited to 4 units.",,
1539934911-2064,http://catalog.calpoly.edu/coursesaz,Ethnic Studies (ES),http://catalog.calpoly.edu/coursesaz/es/,ES,ES 406,Indigenous Peoples and International Law and Policy,4,,4,ES 241; and NR 141 or NR 142; and junior standing required,,,,TBD,Interdisciplinary examination of the evolution of international law effecting indigenous peoples in the U.S.  and in the Americas.  Development of international legal and sociological norms and their impact on human rights of indigenous peoples with particular attention to environmental issues.  4 lectures.  Crosslisted as ES/NR 406.,,
